brand,nome,preco,revenda,ano
Hero,HF Deluxe,104821,59631.76,2024
KTM,125 Duke,289759,125584.92,2017
TVS,NTorq 125,262469,115968.41,2021
Hero,HF Deluxe,248953,120728.94,2015
Bajaj,Platina 110,104342,45538.97,2018
TVS,Jupiter,364784,273452.37,2022
KTM,Duke 200,311646,158465.54,2022
Honda,Dio,75476,54161.76,2024
Kawasaki,Ninja 400,144393,63453.84,2021
KTM,Duke 200,358824,281502.84,2018
KTM,Duke 200,238808,97379.61,2018
Honda,CBR 650R,384267,243406.42,2020
Hero,HF Deluxe,86562,42597.35,2021
Bajaj,Dominar 400,243641,103488.71,2020
Kawasaki,Z650,380430,235653.52,2024
Yamaha,MT-15,337220,155888.85,2020
TVS,Apache RTR 160,177480,133551.6,2019
Hero,Splendor Plus,105382,49860.73,2022
Yamaha,R15 V4,140193,97331.9,2015
TVS,Sport,252259,175822.46,2020
Bajaj,CT 100,170883,93432.93,2020
Honda,CBR 650R,302345,152729.29,2016
KTM,Duke 200,247152,184920.72,2021
Yamaha,FZ V3,109692,44638.91,2015
TVS,NTorq 125,372821,242666.02,2016
Hero,Passion Pro,245078,170526.97,2016
Hero,Xtreme 160R,381095,199198.27,2016
Kawasaki,Z650,241887,136163.04,2019
Hero,Glamour,349530,175676.03,2023
Bajaj,Avenger 220,124936,61815.75,2021
Honda,CBR 650R,155525,80806.0,2020
Kawasaki,Ninja 300,232551,95243.86,2017
Bajaj,Avenger 220,244335,136775.45,2021
KTM,125 Duke,72976,38769.92,2015
Honda,CBR 650R,101002,67049.54,2021
TVS,Jupiter,379288,178283.46,2020
Hero,HF Deluxe,388925,166931.57,2018
TVS,Sport,185698,91290.9,2015
Yamaha,Fascino 125,361958,165052.51,2022
Royal Enfield,Hunter 350,316877,171273.23,2016
Bajaj,Avenger 220,78518,50921.6,2017
Honda,Activa,307480,194065.91,2024
TVS,Sport,248990,135623.95,2019
Honda,Shine,340334,164235.81,2018
Kawasaki,Ninja 300,223813,115010.93,2022
KTM,250 Duke,353583,200158.83,2018
Royal Enfield,Interceptor 650,297076,139884.36,2017
TVS,Sport,295314,213458.74,2016
Royal Enfield,Meteor 350,328164,148947.71,2017
Bajaj,Avenger 220,385857,211131.25,2016
Hero,Xtreme 160R,173214,98212.45,2015
TVS,Apache RTR 160,172431,115332.52,2021
Honda,Shine,61786,33427.81,2020
Hero,Glamour,237363,132592.98,2024
Yamaha,Fascino 125,382749,299476.39,2018
Hero,Splendor Plus,363748,240296.52,2023
TVS,Ronin,379115,194099.04,2017
KTM,Duke 200,329998,263105.83,2018
Royal Enfield,Hunter 350,145211,66341.87,2021
TVS,NTorq 125,83102,60942.02,2020
Bajaj,Platina 110,188928,94628.82,2022
TVS,Sport,365636,249866.3,2015
Royal Enfield,Classic 350,360595,161790.37,2024
Kawasaki,Ninja 300,75188,56651.82,2023
Honda,Shine,72091,56329.93,2024
Royal Enfield,Classic 350,272164,177684.46,2016
Royal Enfield,Interceptor 650,229956,175778.35,2018
Yamaha,Ray ZR,349651,176933.02,2017
Royal Enfield,Hunter 350,328034,181210.31,2023
Kawasaki,Ninja 300,302243,199592.92,2017
Kawasaki,Ninja 400,152955,92362.11,2016
Hero,Passion Pro,50296,32095.15,2020
TVS,Sport,58467,44933.79,2016
TVS,Ronin,193161,123604.64,2020
Kawasaki,Ninja 300,297370,229343.42,2015
Yamaha,R15 V4,363492,169517.7,2019
Hero,Passion Pro,98332,60656.2,2021
Yamaha,FZ V3,266282,180493.99,2020
Kawasaki,Vulcan S,375982,226609.1,2017
KTM,390 Adventure,349927,272141.95,2021
Royal Enfield,Interceptor 650,205265,106467.64,2016
Bajaj,Platina 110,98451,65353.81,2020
Yamaha,Fascino 125,391691,158467.91,2021
Honda,Dio,200293,109304.96,2018
Kawasaki,Vulcan S,263056,162611.4,2022
Kawasaki,Ninja 400,110528,54920.23,2022
TVS,NTorq 125,108218,73777.01,2017
KTM,Duke 200,174759,100176.18,2016
Honda,CBR 650R,112323,76592.53,2015
Yamaha,R15 V4,151460,80892.4,2015
Kawasaki,Z650,367876,176359.76,2015
KTM,RC 390,93006,64976.18,2018
Hero,HF Deluxe,388205,218951.07,2020
Yamaha,R15 V4,270085,211466.58,2021
Royal Enfield,Classic 350,153018,77143.69,2023
KTM,125 Duke,381533,285080.94,2017
Bajaj,Platina 110,316907,229663.79,2020
Hero,Xtreme 160R,324942,243992.88,2021
Honda,CBR 650R,297582,164694.64,2017
KTM,250 Duke,201723,82629.68,2016
TVS,Sport,219546,148801.14,2020
Hero,Passion Pro,375260,288857.31,2023
TVS,Apache RTR 160,175709,97026.37,2018
Kawasaki,Ninja 400,208794,145984.03,2016
Honda,Activa,385690,166094.6,2020
TVS,Apache RTR 160,235141,184804.54,2020
Yamaha,Fascino 125,338666,180036.7,2021
Hero,HF Deluxe,320334,233479.63,2018
TVS,Jupiter,356393,284199.92,2016
KTM,RC 390,283279,162317.53,2015
Hero,HF Deluxe,106326,60385.91,2016
Yamaha,FZ V3,55321,23759.29,2015
Royal Enfield,Himalayan,395114,195222.59,2015
TVS,Apache RTR 160,75055,43851.03,2019
Yamaha,MT-15,86315,60991.2,2022
Hero,Splendor Plus,376149,289774.15,2018
Bajaj,Platina 110,137519,55229.13,2023
Honda,Unicorn,138397,94146.21,2019
Yamaha,R15 V4,156226,70187.34,2021
Bajaj,Platina 110,324763,255084.07,2023
Honda,Unicorn,55245,34563.65,2022
Hero,HF Deluxe,50336,38207.21,2021
Royal Enfield,Classic 350,59213,41637.42,2021
Yamaha,MT-15,358281,221101.93,2017
Yamaha,MT-15,150542,74962.66,2022
Honda,Unicorn,391184,239917.49,2021
Hero,HF Deluxe,390387,197360.4,2016
KTM,RC 390,262246,178669.78,2017
KTM,Duke 200,236994,112137.56,2019
Bajaj,Dominar 400,126150,97914.55,2023
TVS,NTorq 125,158510,125015.68,2022
KTM,Duke 200,348481,235352.6,2019
Yamaha,MT-15,206222,113283.58,2024
Kawasaki,Versys 650,189563,141305.74,2018
Yamaha,Fascino 125,386630,307751.33,2020
KTM,250 Duke,142769,82760.77,2016
Royal Enfield,Interceptor 650,267652,185087.43,2015
Bajaj,Dominar 400,286374,197803.25,2023
Yamaha,R15 V4,287875,225722.53,2018
Honda,Shine,323297,192214.41,2022
KTM,250 Duke,299086,205313.99,2024
Honda,CBR 650R,184766,116644.19,2021
Bajaj,Avenger 220,188281,99008.75,2024
Hero,Glamour,75749,50605.67,2019
Hero,Splendor Plus,355146,163971.02,2022
KTM,RC 390,317928,141976.94,2022
TVS,Ronin,212917,109683.58,2020
Hero,Xtreme 160R,246184,130739.6,2016
Hero,Xtreme 160R,147038,79060.5,2016
Kawasaki,Ninja 400,206514,156067.75,2020
Royal Enfield,Meteor 350,201723,111587.22,2017
TVS,Apache RTR 160,334730,179706.12,2015
Hero,Splendor Plus,154707,92445.16,2024
TVS,Jupiter,84553,56111.67,2019
KTM,390 Adventure,343637,228914.82,2016
Hero,HF Deluxe,131009,99690.76,2016
Hero,Glamour,112012,68604.17,2020
Bajaj,Pulsar 150,203110,81284.47,2018
KTM,125 Duke,93578,51371.3,2018
Bajaj,Platina 110,281623,125708.13,2020
KTM,Duke 200,115373,47057.29,2020
TVS,Sport,189878,86953.17,2019
Bajaj,Pulsar 150,359531,229844.28,2017
KTM,125 Duke,70880,54221.77,2020
Yamaha,Fascino 125,134230,56075.14,2023
Bajaj,Avenger 220,193745,96319.54,2018
KTM,RC 390,261095,141720.09,2023
Royal Enfield,Classic 350,319566,239551.05,2021
KTM,RC 390,375078,222243.52,2022
Royal Enfield,Interceptor 650,239448,124898.55,2022
TVS,Sport,211424,150487.66,2024
Bajaj,CT 100,317941,170870.29,2018
Royal Enfield,Classic 350,53019,35928.56,2018
Hero,Xtreme 160R,368710,231180.63,2021
Honda,CBR 650R,82024,47603.38,2020
Hero,Glamour,249561,144911.13,2022
TVS,Sport,201708,111342.11,2021
Hero,Xtreme 160R,357845,253191.71,2015
Royal Enfield,Meteor 350,199318,129551.85,2016
TVS,Ronin,52487,30353.34,2023
Hero,HF Deluxe,309627,172150.24,2021
KTM,Duke 200,184273,130216.44,2023
TVS,Sport,288491,154781.67,2017
Yamaha,FZ V3,373806,177953.65,2017
TVS,Sport,258524,130796.94,2023
Honda,Shine,258682,121669.43,2020
KTM,125 Duke,166003,82656.14,2020
TVS,Ronin,335459,188208.24,2015
Royal Enfield,Meteor 350,84843,41399.55,2019
Yamaha,R15 V4,147163,93811.93,2024
Yamaha,Ray ZR,248908,152896.0,2015
Yamaha,Ray ZR,323622,170517.52,2016
Hero,Passion Pro,235959,127995.16,2020
Honda,Dio,156994,66485.65,2015
Hero,Glamour,228395,103147.21,2020
Honda,Activa,388605,221450.92,2015
Hero,HF Deluxe,389451,166624.96,2017
Royal Enfield,Interceptor 650,221594,175622.7,2024
TVS,Apache RTR 160,143493,95136.25,2024
Kawasaki,Z650,345666,172443.38,2024
Kawasaki,Versys 650,172187,86840.65,2021
Kawasaki,Ninja 400,112674,87367.08,2021
TVS,Ronin,179407,105619.7,2024
TVS,Jupiter,310557,210425.72,2022
Bajaj,Pulsar 150,104829,69605.98,2017
Kawasaki,Vulcan S,135263,101178.43,2015
KTM,250 Duke,257044,168619.55,2017
Hero,Splendor Plus,91493,47605.03,2024
Bajaj,Platina 110,187805,96715.1,2021
Honda,Shine,287740,122693.24,2020
TVS,Ronin,367063,177376.22,2019
Kawasaki,Vulcan S,394293,267875.6,2022
Royal Enfield,Himalayan,278527,190668.07,2021
Yamaha,MT-15,120408,84019.79,2022
Bajaj,Avenger 220,257246,111338.6,2021
Yamaha,MT-15,245765,181580.97,2020
Hero,HF Deluxe,57052,33894.82,2020
KTM,RC 390,163231,86359.27,2019
KTM,390 Adventure,138725,98925.47,2022
Bajaj,CT 100,231257,119249.74,2022
Hero,Glamour,359988,149448.7,2021
KTM,125 Duke,188001,112010.61,2021
Yamaha,R15 V4,100483,43600.38,2015
Bajaj,Avenger 220,113339,46046.71,2024
Honda,Unicorn,162746,75954.74,2024
Kawasaki,Vulcan S,339767,230422.04,2017
KTM,RC 390,291330,182329.12,2016
Bajaj,Platina 110,148170,110115.96,2022
Bajaj,CT 100,107556,83648.09,2024
Yamaha,Ray ZR,353060,275849.27,2020
Royal Enfield,Himalayan,164973,116666.45,2020
Hero,Glamour,74462,44253.53,2020
Kawasaki,Ninja 400,108789,52577.0,2018
Kawasaki,Ninja 300,338881,191768.72,2016
Hero,HF Deluxe,295735,230208.09,2017
Yamaha,Ray ZR,396492,184391.32,2018
Bajaj,Dominar 400,204014,96455.6,2022
Royal Enfield,Classic 350,123696,75145.16,2018
TVS,NTorq 125,287321,144012.57,2021
Bajaj,Platina 110,75453,36751.97,2022
Hero,Glamour,398569,310844.97,2022
Bajaj,Avenger 220,281356,152274.54,2021
Hero,Xtreme 160R,62022,29649.59,2023
Hero,Splendor Plus,256232,115828.07,2024
Royal Enfield,Interceptor 650,202846,90433.9,2024
Yamaha,FZ V3,169423,78549.34,2017
Honda,Dio,175446,94977.81,2019
KTM,390 Adventure,310977,131971.47,2021
KTM,250 Duke,141300,57047.54,2019
Bajaj,Platina 110,269987,142163.81,2020
Kawasaki,Vulcan S,75369,48692.26,2017
Bajaj,Dominar 400,169833,124537.84,2016
Royal Enfield,Interceptor 650,78499,44423.12,2018
Honda,Activa,279423,159511.4,2015
Yamaha,FZ V3,62588,25260.21,2017
TVS,Apache RTR 160,61149,38858.34,2020
Royal Enfield,Meteor 350,376144,274298.37,2024
Honda,Dio,101640,69014.3,2020
Yamaha,R15 V4,59888,34506.33,2024
Bajaj,CT 100,340533,185111.28,2021
KTM,250 Duke,57196,37459.68,2015
Kawasaki,Z650,377534,215176.63,2017
Yamaha,FZ V3,227450,174678.62,2016
KTM,RC 390,197991,132112.42,2020
TVS,Jupiter,308688,191387.04,2018
KTM,125 Duke,154579,102165.49,2018
Yamaha,MT-15,161176,74178.59,2024
Yamaha,Fascino 125,220909,89987.12,2023
TVS,Sport,125716,83296.37,2015
KTM,Duke 200,149448,111089.0,2018
Hero,Glamour,338315,207073.21,2016
Hero,Passion Pro,321346,197691.81,2023
Bajaj,Platina 110,361524,145083.22,2022
Honda,Shine,201427,140487.7,2018
TVS,Ronin,287160,217966.52,2024
Royal Enfield,Hunter 350,203237,90298.0,2015
Honda,Activa,263137,204713.71,2020
KTM,250 Duke,70463,52253.4,2016
KTM,125 Duke,393899,223951.4,2019
Yamaha,FZ V3,281941,151060.59,2017
Bajaj,Platina 110,188677,96954.16,2020
Bajaj,Pulsar 150,299244,200024.9,2016
Royal Enfield,Hunter 350,342478,247338.33,2018
Yamaha,FZ V3,348015,199310.31,2024
Kawasaki,Z650,373439,152473.17,2018
Yamaha,FZ V3,351353,188460.58,2024
TVS,NTorq 125,51815,29936.85,2021
Royal Enfield,Meteor 350,303471,125193.35,2021
Royal Enfield,Hunter 350,135300,76442.46,2016
Royal Enfield,Interceptor 650,147687,64326.22,2015
Royal Enfield,Himalayan,223194,164411.92,2015
Hero,Glamour,67010,28616.26,2016
TVS,Jupiter,294307,213086.37,2017
Yamaha,MT-15,248237,157756.37,2019
Yamaha,FZ V3,143407,81675.71,2023
KTM,250 Duke,80667,48155.86,2018
KTM,RC 390,395971,218500.46,2018
Hero,Splendor Plus,163967,100551.18,2021
Kawasaki,Ninja 300,185823,139508.02,2016
Bajaj,Dominar 400,114740,69142.47,2023
Hero,Xtreme 160R,318360,155894.88,2017
Kawasaki,Ninja 300,133756,83168.61,2016
Royal Enfield,Hunter 350,90510,46576.83,2020
TVS,NTorq 125,149887,84210.7,2017
Bajaj,Pulsar 150,51837,34622.98,2017
Kawasaki,Vulcan S,174369,122974.47,2018
Bajaj,Platina 110,285400,169255.26,2019
Royal Enfield,Classic 350,161573,104593.13,2016
Royal Enfield,Himalayan,100801,44237.9,2021
Hero,Glamour,278492,199033.91,2022
Yamaha,Fascino 125,363432,189906.07,2018
Royal Enfield,Himalayan,75894,51296.48,2018
KTM,Duke 200,282460,132649.52,2021
Hero,Passion Pro,337674,240861.71,2017
Royal Enfield,Interceptor 650,318464,238971.12,2021
Bajaj,CT 100,245266,133061.81,2024
Hero,Glamour,385852,298481.16,2021
Honda,CBR 650R,271641,179669.0,2019
Honda,Dio,143391,75735.08,2017
Honda,Unicorn,317503,232030.01,2019
Bajaj,Pulsar 150,90986,44021.34,2021
Bajaj,Platina 110,298383,199089.48,2020
TVS,NTorq 125,290095,153024.32,2021
Honda,Dio,143835,106373.57,2023
Yamaha,R15 V4,83182,61686.3,2024
Yamaha,R15 V4,76564,35955.79,2020
Yamaha,FZ V3,186967,120905.21,2016
Honda,CBR 650R,248058,182001.0,2023
Bajaj,Platina 110,185068,132461.82,2022
Royal Enfield,Himalayan,369685,222366.57,2017
Bajaj,Pulsar 150,118785,60425.57,2018
Bajaj,CT 100,385160,194647.5,2016
KTM,Duke 200,124765,64170.34,2018
Hero,Xtreme 160R,339537,258360.03,2024
Royal Enfield,Classic 350,114158,50177.63,2015
Bajaj,Pulsar 150,277331,198909.52,2018
Bajaj,Platina 110,176668,71752.86,2015
Bajaj,Pulsar 150,99305,51720.95,2022
Royal Enfield,Himalayan,323489,141662.0,2019
KTM,125 Duke,153682,73849.03,2024
TVS,Sport,79918,48315.49,2019
KTM,250 Duke,326426,257936.96,2015
Hero,HF Deluxe,176150,121418.62,2020
TVS,Jupiter,373317,239260.9,2018
Royal Enfield,Himalayan,205725,146454.61,2019
Royal Enfield,Interceptor 650,318233,234583.16,2021
Kawasaki,Ninja 300,184054,117202.76,2019
Hero,HF Deluxe,202593,156648.85,2024
Royal Enfield,Classic 350,302266,205584.73,2023
Hero,Passion Pro,328639,188122.49,2018
KTM,250 Duke,233031,111236.41,2022
Royal Enfield,Himalayan,298362,199869.85,2017
Hero,Glamour,334548,220788.58,2018
Kawasaki,Vulcan S,321134,219901.41,2021
KTM,390 Adventure,163491,119199.59,2017
Bajaj,CT 100,318829,189465.64,2016
Honda,Activa,103432,43335.95,2024
KTM,Duke 200,195199,112135.99,2021
Honda,Unicorn,87199,68531.69,2015
KTM,125 Duke,262145,119632.8,2020
Kawasaki,Vulcan S,397871,210620.44,2021
Honda,Dio,349525,177567.52,2018
Royal Enfield,Hunter 350,307159,224328.44,2018
Hero,Splendor Plus,299102,205443.92,2015
KTM,390 Adventure,257620,113537.48,2018
Royal Enfield,Himalayan,63634,35722.48,2015
KTM,RC 390,94014,52808.63,2024
Royal Enfield,Classic 350,359011,267947.71,2021
Honda,Unicorn,70899,30904.95,2017
Kawasaki,Z650,78061,56031.32,2022
TVS,Ronin,215445,170465.89,2018
Bajaj,Avenger 220,134346,96882.3,2019
Royal Enfield,Classic 350,127736,87430.01,2024
Kawasaki,Z650,234609,100779.01,2023
Hero,Glamour,82570,48657.11,2023
Yamaha,Ray ZR,207569,111078.46,2024
Bajaj,Dominar 400,338213,232549.64,2022
Yamaha,MT-15,389619,232721.31,2019
KTM,RC 390,142723,88899.64,2015
Honda,Dio,115795,48647.13,2018
Kawasaki,Ninja 400,355799,231081.82,2020
Kawasaki,Versys 650,167470,74680.72,2018
TVS,Ronin,167258,80039.28,2023
KTM,390 Adventure,367889,229342.72,2023
Royal Enfield,Hunter 350,376863,251667.0,2016
Bajaj,CT 100,355976,216069.38,2015
Kawasaki,Ninja 400,100081,51624.66,2023
Honda,Dio,123688,58934.65,2022
Bajaj,CT 100,163623,103328.3,2022
Yamaha,Fascino 125,289722,124279.06,2023
Kawasaki,Ninja 400,154443,66706.71,2020
Royal Enfield,Himalayan,373138,217398.32,2017
Honda,Shine,144549,89849.38,2016
Yamaha,FZ V3,141203,62761.06,2015
TVS,Apache RTR 160,125179,54536.15,2024
Yamaha,Ray ZR,304479,215546.53,2023
KTM,390 Adventure,204506,94189.04,2017
KTM,RC 390,296803,124226.83,2021
Honda,Unicorn,319880,178848.91,2024
Hero,Xtreme 160R,363140,149775.84,2023
KTM,125 Duke,176197,120012.8,2022
Kawasaki,Vulcan S,369662,294445.55,2021
KTM,Duke 200,68452,28734.28,2023
Yamaha,Ray ZR,289838,230502.82,2022
Bajaj,CT 100,231909,117063.6,2020
Hero,Splendor Plus,240011,98939.03,2019
Honda,Unicorn,375933,216315.83,2019
KTM,390 Adventure,165913,99788.62,2018
Yamaha,R15 V4,373606,175930.62,2021
Honda,Dio,65211,41192.83,2019
Bajaj,Platina 110,297971,121660.47,2023
Royal Enfield,Himalayan,329320,168647.7,2024
Yamaha,Fascino 125,115096,76685.47,2022
KTM,250 Duke,230249,155779.5,2018
Honda,Shine,326902,160470.56,2024
Bajaj,Platina 110,371831,250779.09,2015
Bajaj,Pulsar 150,366058,244179.32,2021
Kawasaki,Versys 650,123241,52372.03,2016
Yamaha,R15 V4,91362,52762.97,2018
TVS,Jupiter,237227,178216.94,2021
Bajaj,Pulsar 150,319567,222403.64,2016
Royal Enfield,Meteor 350,236263,174316.99,2015
Kawasaki,Versys 650,164397,99215.22,2024
KTM,390 Adventure,279216,193381.18,2018
TVS,NTorq 125,171767,83610.1,2020
TVS,Ronin,174611,128154.49,2023
Hero,Splendor Plus,321620,221041.13,2024
Hero,HF Deluxe,156299,76825.47,2023
Kawasaki,Ninja 300,125149,56251.7,2024
TVS,Apache RTR 160,209659,164100.93,2018
Kawasaki,Ninja 400,289200,192885.36,2018
Royal Enfield,Interceptor 650,275740,201074.96,2020
Bajaj,Platina 110,333647,148289.2,2016
Bajaj,CT 100,222256,126413.98,2019
Bajaj,Pulsar 150,177133,107142.72,2021
TVS,Apache RTR 160,386863,275299.5,2024
Bajaj,Platina 110,230039,121183.33,2015
Kawasaki,Ninja 400,283961,126589.58,2019
Hero,Passion Pro,397523,202843.9,2021
Royal Enfield,Meteor 350,156949,114892.89,2018
Kawasaki,Ninja 300,169034,77986.94,2019
KTM,390 Adventure,146724,62951.42,2015
Bajaj,CT 100,229448,100507.12,2022
Honda,Shine,293335,232158.42,2016
Royal Enfield,Himalayan,157300,103145.63,2016
Kawasaki,Ninja 400,86938,44689.35,2022
Yamaha,MT-15,131767,85411.83,2018
TVS,Sport,138742,69292.6,2020
Bajaj,Platina 110,218166,87678.47,2024
Yamaha,FZ V3,372894,239204.24,2016
TVS,Apache RTR 160,247666,120051.15,2023
Bajaj,Dominar 400,356475,195682.9,2017
Kawasaki,Vulcan S,366555,158581.13,2015
Honda,Shine,173711,126811.11,2021
Honda,CBR 650R,308938,146890.36,2020
Honda,Unicorn,385958,261453.38,2019
KTM,125 Duke,80238,48311.05,2021
Bajaj,Pulsar 150,92858,48181.67,2023
KTM,125 Duke,166294,67760.17,2016
Royal Enfield,Classic 350,250535,176857.94,2023
Kawasaki,Vulcan S,51193,24866.26,2017
KTM,RC 390,140088,96194.8,2019
Hero,Splendor Plus,360890,266171.86,2019
Honda,Activa,352157,226885.87,2016
Kawasaki,Versys 650,76063,43660.04,2021
Royal Enfield,Interceptor 650,349144,198046.45,2024
TVS,Apache RTR 160,83183,50018.25,2021
KTM,250 Duke,171696,90657.63,2024
TVS,NTorq 125,80131,42504.27,2024
Bajaj,Dominar 400,360243,147619.42,2018
KTM,390 Adventure,55315,27110.59,2017
Hero,Splendor Plus,324389,237252.24,2016
Yamaha,MT-15,164432,121011.49,2022
TVS,Jupiter,121750,57579.85,2024
TVS,Jupiter,392052,239108.04,2023
TVS,NTorq 125,197810,126364.34,2015
Royal Enfield,Hunter 350,355219,231361.38,2020
Hero,HF Deluxe,251977,120289.75,2019
Royal Enfield,Interceptor 650,261628,172684.71,2020
Bajaj,Avenger 220,212155,89691.7,2019
Kawasaki,Ninja 400,281519,171807.84,2019
Kawasaki,Versys 650,294247,209850.55,2018
Royal Enfield,Hunter 350,80061,63627.18,2023
Kawasaki,Z650,214429,98871.11,2017
KTM,390 Adventure,298524,183698.24,2021
Hero,Xtreme 160R,242638,97602.55,2016
Bajaj,Pulsar 150,323897,198533.46,2022
Hero,Splendor Plus,179428,86928.19,2019
TVS,Ronin,386768,223722.83,2024
Kawasaki,Vulcan S,257354,114759.45,2015
Kawasaki,Ninja 400,290509,163183.92,2017
Hero,Splendor Plus,174075,77581.51,2020
Hero,Passion Pro,344886,245568.09,2024
Kawasaki,Ninja 300,389042,219309.1,2022
Honda,Unicorn,96359,44187.83,2023
KTM,125 Duke,264566,178315.22,2021
Yamaha,Ray ZR,71515,36037.23,2022
Yamaha,R15 V4,338016,197760.78,2024
Honda,CBR 650R,320191,136273.96,2016
KTM,390 Adventure,229033,93810.95,2015
Honda,Unicorn,339181,144971.01,2015
Yamaha,FZ V3,79092,37871.52,2015
Kawasaki,Z650,265722,199784.31,2016
Yamaha,FZ V3,314285,168542.84,2017
KTM,RC 390,132868,78324.67,2017
KTM,Duke 200,209468,99332.73,2022
Hero,Glamour,236089,182821.26,2024
KTM,125 Duke,328116,231908.15,2019
Honda,Shine,84699,61042.96,2023
Hero,Glamour,120025,86848.85,2023
TVS,NTorq 125,331449,228166.43,2018
Honda,Unicorn,128352,73423.03,2020
Yamaha,Fascino 125,181969,113306.08,2017
Yamaha,MT-15,390862,287779.04,2015
Bajaj,Avenger 220,342759,207799.07,2016
Bajaj,Dominar 400,178789,127521.63,2018
Hero,Glamour,208478,125221.68,2016
Bajaj,Pulsar 150,382461,298616.86,2023
Hero,Glamour,82055,37552.62,2020
Yamaha,Fascino 125,107025,48967.29,2021
TVS,Sport,150217,112525.2,2018
Royal Enfield,Meteor 350,204201,149283.13,2020
Honda,CBR 650R,387149,201637.13,2017
KTM,Duke 200,345749,181175.57,2016
TVS,Ronin,129699,100684.27,2021
Hero,HF Deluxe,243257,106830.33,2017
Kawasaki,Z650,100896,55471.59,2021
Kawasaki,Z650,94497,73273.22,2015
Honda,CBR 650R,203510,116561.57,2024
Bajaj,CT 100,166413,107972.2,2022
Bajaj,Platina 110,389329,172412.72,2021
Bajaj,Dominar 400,84198,51933.91,2016
Bajaj,CT 100,303446,143211.99,2023
Kawasaki,Ninja 400,347314,220202.27,2015
Kawasaki,Vulcan S,384642,166220.22,2024
TVS,Sport,375772,175595.17,2021
Hero,Xtreme 160R,347774,220350.38,2017
Yamaha,FZ V3,263961,189568.03,2020
Bajaj,Avenger 220,232040,106156.6,2019
Royal Enfield,Classic 350,69398,30161.91,2023
Yamaha,MT-15,270039,122438.56,2017
Bajaj,Avenger 220,160282,113673.11,2019
KTM,250 Duke,144711,58998.54,2018
Honda,Shine,190116,133640.99,2015
Honda,Shine,134473,104149.43,2019
Yamaha,R15 V4,268680,197363.88,2020
Bajaj,Pulsar 150,360829,263808.52,2024
Bajaj,Pulsar 150,395595,223247.97,2022
Hero,Passion Pro,245211,144955.31,2024
Bajaj,Pulsar 150,227008,136685.11,2021
Yamaha,FZ V3,218069,139930.28,2019
Royal Enfield,Interceptor 650,374869,248313.76,2015
Honda,CBR 650R,150900,84773.49,2021
Hero,Xtreme 160R,175304,131386.16,2019
Kawasaki,Ninja 400,395880,182547.34,2015
TVS,NTorq 125,301294,139149.16,2020
Kawasaki,Z650,316793,181480.11,2024
Kawasaki,Ninja 300,325123,198820.91,2017
Honda,Dio,363784,181111.98,2017
Yamaha,R15 V4,311301,163950.3,2023
KTM,Duke 200,362981,283737.5,2020
Kawasaki,Vulcan S,149375,108659.45,2022
TVS,Ronin,171699,119039.66,2015
Bajaj,Dominar 400,357436,266354.13,2019
Kawasaki,Versys 650,223821,126898.62,2018
Bajaj,Dominar 400,63003,35948.49,2017
Honda,Unicorn,51690,36883.21,2018
Yamaha,FZ V3,309146,194433.59,2020
Honda,Shine,165514,112587.94,2021
Royal Enfield,Classic 350,387708,199831.47,2024
Bajaj,Platina 110,222220,101514.44,2022
Yamaha,Fascino 125,252428,187726.74,2023
Kawasaki,Versys 650,216916,165907.64,2021
KTM,Duke 200,194778,139009.98,2021
Bajaj,Pulsar 150,256557,136836.8,2016
TVS,NTorq 125,254743,119470.63,2019
TVS,Apache RTR 160,218011,90949.54,2015
TVS,Sport,324130,182890.05,2020
Kawasaki,Vulcan S,261344,201547.89,2021
Yamaha,R15 V4,63308,26202.16,2018
KTM,250 Duke,307418,190927.1,2022
TVS,Jupiter,164390,76120.49,2016
Honda,Shine,258846,106839.34,2020
Kawasaki,Vulcan S,284629,186638.19,2023
KTM,Duke 200,370358,161209.37,2023
KTM,250 Duke,118939,71596.77,2020
Royal Enfield,Himalayan,343659,261733.64,2022
Bajaj,Avenger 220,294940,226873.49,2016
Kawasaki,Ninja 300,145829,93550.23,2017
Honda,CBR 650R,122152,89952.53,2021
TVS,Jupiter,373247,243464.16,2017
KTM,Duke 200,175053,121683.17,2017
Bajaj,CT 100,228463,138048.79,2024
TVS,Jupiter,58579,40258.29,2023
TVS,Sport,234040,172915.02,2024
KTM,125 Duke,133387,83567.72,2022
Royal Enfield,Himalayan,279530,138044.84,2018
Kawasaki,Z650,369417,206396.17,2020
Kawasaki,Ninja 300,127122,60160.95,2017
Hero,Passion Pro,343210,176001.22,2017
Kawasaki,Ninja 300,197257,99119.68,2024
TVS,NTorq 125,307139,127103.62,2021
Bajaj,Platina 110,322058,176084.01,2024
Hero,Xtreme 160R,263758,196514.41,2019
Honda,Unicorn,208445,149378.5,2015
Royal Enfield,Classic 350,221503,108734.49,2023
Yamaha,R15 V4,111865,79609.12,2017
Bajaj,CT 100,361321,222257.52,2021
Kawasaki,Ninja 400,221949,111384.18,2021
TVS,Sport,83220,49331.58,2022
Honda,Shine,299625,208047.49,2020
Royal Enfield,Meteor 350,266792,160772.5,2024
Hero,Splendor Plus,310995,200935.39,2024
TVS,Sport,257446,185313.1,2019
TVS,Apache RTR 160,248772,189239.79,2021
Kawasaki,Ninja 300,218462,162055.98,2023
Yamaha,R15 V4,261236,132188.34,2021
